1  header
Family	SF	1_q	2_q	3_q	4_q
1	0.420338745056	0.188210600852	0.501081586782	-0.512853441868	-0.671174612362
4	0.483654742071	0.188210600852	0.501081586782	-0.512853441868	-0.671174612362
4	0.479109530269	0.188210600852	0.501081586782	-0.512853441868	-0.671174612362
1	0.356460797234	0.257286019476	-0.293392436507	-0.319190462243	-0.8636215787
3	0.489007304326	0.257286019476	-0.293392436507	-0.319190462243	-0.8636215787
4	0.471475215761	0.257286019476	-0.293392436507	-0.319190462243	-0.8636215787
1	0.367919601959	0.476279631447	-0.155894259514	0.846669690607	-0.178899769498
3	0.488350653591	0.476279631447	-0.155894259514	0.846669690607	-0.178899769498
4	0.459330222393	0.476279631447	-0.155894259514	0.846669690607	-0.178899769498
2	0.466112131313	0.414657999523	0.432963631585	-0.473720004641	0.645128354949
3	0.487888473141	0.414657999523	0.432963631585	-0.473720004641	0.645128354949
4	0.493870177716	0.414657999523	0.432963631585	-0.473720004641	0.645128354949
2	0.480831269783	0.347280626869	0.275328526754	0.0223031894748	-0.896154527019
4	0.480355435826	0.347280626869	0.275328526754	0.0223031894748	-0.896154527019
1	0.42236350269	0.128977137065	0.25540269452	-0.931730648256	-0.223634435738
3	0.3789536034	0.128977137065	0.25540269452	-0.931730648256	-0.223634435738
3	0.40530235141	0.128977137065	0.25540269452	-0.931730648256	-0.223634435738
4	0.493855128431	0.62201307452	-0.678751088407	0.352243477329	-0.168289119646
4	0.494726110721	0.62201307452	-0.678751088407	0.352243477329	-0.168289119646
1	0.463997916546	0.34453118277	-0.351967397413	0.372176976282	-0.786702938588
4	0.453375613341	0.34453118277	-0.351967397413	0.372176976282	-0.786702938588
4	0.453304378666	0.34453118277	-0.351967397413	0.372176976282	-0.786702938588
1	0.496568158081	0.401335430452	0.903518690881	0.11307753903	-0.0989814005778
3	0.354667120633	0.401335430452	0.903518690881	0.11307753903	-0.0989814005778
3	0.499582243632	0.717824755351	0.194240001809	-0.66608622916	-0.0576851594946
3	0.387891570399	0.717824755351	0.194240001809	-0.66608622916	-0.0576851594946
4	0.490023088502	0.717824755351	0.194240001809	-0.66608622916	-0.0576851594946
4	0.430479647032	0.717824755351	0.194240001809	-0.66608622916	-0.0576851594946
2	0.462727407943	0.586552477946	-0.371498352317	0.118351878777	0.709885904657
3	0.496731817288	0.586552477946	-0.371498352317	0.118351878777	0.709885904657
4	0.499311158	0.586552477946	-0.371498352317	0.118351878777	0.709885904657
1	0.36459801916	0.270455803239	-0.837970702889	-0.0542598048994	-0.47086583351
3	0.464269534613	0.270455803239	-0.837970702889	-0.0542598048994	-0.47086583351
4	0.454114957324	0.270455803239	-0.837970702889	-0.0542598048994	-0.47086583351
1	0.375478430132	0.783868292795	0.324259789889	0.521529872881	-0.0917206623621
3	0.422016355508	0.783868292795	0.324259789889	0.521529872881	-0.0917206623621
3	0.386652444594	0.783868292795	0.324259789889	0.521529872881	-0.0917206623621
4	0.400968134982	0.783868292795	0.324259789889	0.521529872881	-0.0917206623621
3	0.494424086739	0.97878338934	0.186951503441	-0.0740389730384	0.0393756597901
3	0.427273196719	0.97878338934	0.186951503441	-0.0740389730384	0.0393756597901
4	0.487574067207	0.97878338934	0.186951503441	-0.0740389730384	0.0393756597901
4	0.451775240198	0.97878338934	0.186951503441	-0.0740389730384	0.0393756597901
1	0.405137262776	0.169364819954	-0.804282408269	-0.498325859404	0.275892557638
3	0.462686730428	0.169364819954	-0.804282408269	-0.498325859404	0.275892557638
3	0.447530291778	0.169364819954	-0.804282408269	-0.498325859404	0.275892557638
1	0.494080423094	0.640412763585	-0.650014933475	-0.377594796875	-0.157398373146
3	0.359587050778	0.640412763585	-0.650014933475	-0.377594796875	-0.157398373146
4	0.321263187749	0.640412763585	-0.650014933475	-0.377594796875	-0.157398373146
1	0.441174075563	0.734708721581	0.0956343346906	0.456004164255	0.493069336548
3	0.457179247076	0.734708721581	0.0956343346906	0.456004164255	0.493069336548
1	0.448778187787	0.330598478377	0.882545950634	-0.0781765828086	0.325124150157
3	0.42153499826	0.330598478377	0.882545950634	-0.0781765828086	0.325124150157
1	0.460166865618	0.103992623617	0.438817509763	0.500781373759	-0.73881171015
3	0.432480659879	0.103992623617	0.438817509763	0.500781373759	-0.73881171015
2	0.497193706377	0.936915034058	-0.0590542206593	-0.330393955157	-0.0976865004701
4	0.411702306413	0.936915034058	-0.0590542206593	-0.330393955157	-0.0976865004701
4	0.455877934323	0.936915034058	-0.0590542206593	-0.330393955157	-0.0976865004701
2	0.423304270356	0.388803961099	-0.571650155248	0.58373998929	0.425787746116
2	0.43944991881	0.388803961099	-0.571650155248	0.58373998929	0.425787746116
4	0.427166331991	0.388803961099	-0.571650155248	0.58373998929	0.425787746116
4	0.418966701208	0.388803961099	-0.571650155248	0.58373998929	0.425787746116
4	0.385840124375	0.388803961099	-0.571650155248	0.58373998929	0.425787746116
4	0.485298907655	0.00462949815902	-0.0110554313275	-0.595003433003	-0.803633784693
4	0.480035086004	0.00462949815902	-0.0110554313275	-0.595003433003	-0.803633784693
4	0.467571075234	0.00462949815902	-0.0110554313275	-0.595003433003	-0.803633784693
2	0.486303040121	0.820064252717	-0.0391008542945	0.0293107683917	-0.570181219847
4	0.472145035063	0.820064252717	-0.0391008542945	0.0293107683917	-0.570181219847
2	0.469711209962	0.0194921736624	-0.314937985947	0.946356201743	-0.0695992786972
4	0.470924913166	0.0194921736624	-0.314937985947	0.946356201743	-0.0695992786972
4	0.404116183041	0.0194921736624	-0.314937985947	0.946356201743	-0.0695992786972
4	0.497119773142	0.559924374937	0.763629066231	-0.252911355785	-0.198472138278
4	0.497350941613	0.559924374937	0.763629066231	-0.252911355785	-0.198472138278
2	0.495104294884	0.803913903992	-0.0769300621345	-0.57204710012	-0.143409608302
4	0.451555076435	0.803913903992	-0.0769300621345	-0.57204710012	-0.143409608302
4	0.414962094883	0.803913903992	-0.0769300621345	-0.57204710012	-0.143409608302
2	0.499040319931	0.277681999132	-0.571624938334	0.747895611939	0.191806649716
4	0.449890200432	0.277681999132	-0.571624938334	0.747895611939	0.191806649716
4	0.420924256522	0.277681999132	-0.571624938334	0.747895611939	0.191806649716
1	0.41443805168	0.249743905958	-0.697862041075	0.254223501851	-0.621278491636
1	0.443995504913	0.249743905958	-0.697862041075	0.254223501851	-0.621278491636
3	0.408850278503	0.249743905958	-0.697862041075	0.254223501851	-0.621278491636
3	0.42382669038	0.249743905958	-0.697862041075	0.254223501851	-0.621278491636
1	0.441743927821	0.86011162723	0.379365533267	0.261169800889	-0.219271785635
3	0.459282955971	0.86011162723	0.379365533267	0.261169800889	-0.219271785635
1	0.434740616457	0.471618385263	0.578030662448	-0.665074538038	-0.0336527978897
3	0.456387300261	0.471618385263	0.578030662448	-0.665074538038	-0.0336527978897
1	0.489187191832	0.478093196168	-0.662822056884	-0.0528891580309	0.573843666558
3	0.384821136781	0.478093196168	-0.662822056884	-0.0528891580309	0.573843666558
1	0.396497378936	0.84222716011	-0.317507054887	0.013790542584	-0.435491104164
3	0.456046884961	0.84222716011	-0.317507054887	0.013790542584	-0.435491104164
3	0.456342247885	0.84222716011	-0.317507054887	0.013790542584	-0.435491104164
1	0.328036454767	0.181390102434	0.611073791293	0.76485258147	0.0932039749879
3	0.494597699122	0.181390102434	0.611073791293	0.76485258147	0.0932039749879
4	0.48379253353	0.181390102434	0.611073791293	0.76485258147	0.0932039749879
1	0.350781901018	0.487438741674	0.691992867634	-0.394053584476	0.358149573252
3	0.489480473361	0.487438741674	0.691992867634	-0.394053584476	0.358149573252
4	0.473784512193	0.487438741674	0.691992867634	-0.394053584476	0.358149573252
3	0.498896472095	0.0155947641846	-0.491099226534	-0.210760890678	0.845078812886
4	0.4861872328	0.0155947641846	-0.491099226534	-0.210760890678	0.845078812886
3	0.476804000985	0.38644516541	-0.523927000633	-0.754220056252	-0.0855145536448
3	0.441116015075	0.38644516541	-0.523927000633	-0.754220056252	-0.0855145536448
4	0.470973583435	0.38644516541	-0.523927000633	-0.754220056252	-0.0855145536448
4	0.489999231778	0.38644516541	-0.523927000633	-0.754220056252	-0.0855145536448
3	0.494967389966	0.577473638485	-0.149165448849	0.703285350164	0.386863777019
4	0.48247106659	0.577473638485	-0.149165448849	0.703285350164	0.386863777019
1	0.498317605623	0.671896174593	0.384620738221	0.148893977641	0.615185339324
1	0.454068334971	0.0481161753276	0.220702072523	0.836223785413	-0.499705122613
4	0.405092190581	0.0481161753276	0.220702072523	0.836223785413	-0.499705122613
4	0.456771732181	0.0481161753276	0.220702072523	0.836223785413	-0.499705122613
4	0.482748421168	0.55201448255	-0.370067063943	-0.527515578349	0.529204774958
4	0.488290632286	0.55201448255	-0.370067063943	-0.527515578349	0.529204774958
4	0.471238001004	0.55201448255	-0.370067063943	-0.527515578349	0.529204774958
1	0.400075830128	0.11078281772	0.0884121813176	-0.241183247724	-0.960073483912
3	0.48589228569	0.11078281772	0.0884121813176	-0.241183247724	-0.960073483912
4	0.444517161205	0.11078281772	0.0884121813176	-0.241183247724	-0.960073483912
2	0.488599810673	0.0408055561357	-0.887777565224	-0.361245953976	-0.282289323228
4	0.480114549575	0.0408055561357	-0.887777565224	-0.361245953976	-0.282289323228
4	0.361082062684	0.0408055561357	-0.887777565224	-0.361245953976	-0.282289323228
2	0.466485164442	0.565462370705	0.19294719363	0.741424062503	-0.305473480565
3	0.480466086683	0.565462370705	0.19294719363	0.741424062503	-0.305473480565
4	0.489832463868	0.565462370705	0.19294719363	0.741424062503	-0.305473480565
1	0.393196758514	0.568197044318	0.15914958484	-0.478308967697	0.650418372968
3	0.451103421366	0.568197044318	0.15914958484	-0.478308967697	0.650418372968
3	0.438998175149	0.106325803305	0.853423039457	-0.283158291395	-0.424482415761
4	0.381788857842	0.106325803305	0.853423039457	-0.283158291395	-0.424482415761
4	0.431912775676	0.106325803305	0.853423039457	-0.283158291395	-0.424482415761
1	0.44310679602	0.274020044818	-0.112254318181	-0.677249652513	-0.673531655721
4	0.457844471522	0.274020044818	-0.112254318181	-0.677249652513	-0.673531655721
4	0.473469574996	0.274020044818	-0.112254318181	-0.677249652513	-0.673531655721
4	0.386121444043	0.274020044818	-0.112254318181	-0.677249652513	-0.673531655721
1	0.461891555713	0.898381625488	-0.348720919716	0.128184779575	0.234249519579
3	0.428200149874	0.898381625488	-0.348720919716	0.128184779575	0.234249519579
1	0.482884974065	0.297362825236	-0.787670951077	0.288598223691	-0.455917633219
4	0.405302138561	0.297362825236	-0.787670951077	0.288598223691	-0.455917633219
1	0.484628126784	0.796913477583	0.50016742474	0.337236886297	-0.0321362567185
4	0.397277264387	0.796913477583	0.50016742474	0.337236886297	-0.0321362567185
4	0.428154426796	0.796913477583	0.50016742474	0.337236886297	-0.0321362567185
4	0.496686146405	0.974567050318	0.138105977775	-0.131894273306	0.117259131872
2	0.47920882923	0.0771691332965	-0.985717189952	-0.10162448231	0.109904553565
4	0.492205237101	0.0771691332965	-0.985717189952	-0.10162448231	0.109904553565
2	0.465720788668	0.386689900659	-0.701163561442	-0.401852074117	-0.444247106194
4	0.490806022537	0.386689900659	-0.701163561442	-0.401852074117	-0.444247106194
4	0.439243332466	0.386689900659	-0.701163561442	-0.401852074117	-0.444247106194
2	0.435673369984	0.822748091972	0.0625787365421	0.561340292221	0.0637695477283
4	0.47671498399	0.822748091972	0.0625787365421	0.561340292221	0.0637695477283
4	0.462304191422	0.822748091972	0.0625787365421	0.561340292221	0.0637695477283
1	0.440611698848	0.334062305949	0.937475785137	0.0566084520843	0.0796053464229
3	0.417625432358	0.334062305949	0.937475785137	0.0566084520843	0.0796053464229
3	0.437291664788	0.334062305949	0.937475785137	0.0566084520843	0.0796053464229
4	0.467335814777	0.273681800006	-0.380617862189	-0.616207178675	0.632864146779
4	0.445217572682	0.273681800006	-0.380617862189	-0.616207178675	0.632864146779
1	0.471628510447	0.822569082525	-0.390148286847	-0.22430107934	0.347639820147
4	0.445631708948	0.822569082525	-0.390148286847	-0.22430107934	0.347639820147
4	0.408969831928	0.822569082525	-0.390148286847	-0.22430107934	0.347639820147
1	0.438943276853	0.173082540409	0.199038300362	0.846611493091	0.462250115156
4	0.474937822052	0.173082540409	0.199038300362	0.846611493091	0.462250115156
4	0.453762500012	0.173082540409	0.199038300362	0.846611493091	0.462250115156
2	0.487977146627	0.153241252209	0.653336050595	-0.0326978548562	0.740675349868
4	0.486876060102	0.153241252209	0.653336050595	-0.0326978548562	0.740675349868
2	0.461723861663	0.635130395408	0.194889325172	0.241640336761	-0.707274684556
4	0.41135004468	0.635130395408	0.194889325172	0.241640336761	-0.707274684556
4	0.452153437523	0.635130395408	0.194889325172	0.241640336761	-0.707274684556
3	0.497864753511	0.200721167028	-0.142893095433	-0.961132395777	0.124567628912
4	0.497111119301	0.200721167028	-0.142893095433	-0.961132395777	0.124567628912
1	0.414268777407	0.0828880871531	-0.564054295284	0.546519776367	0.61342354945
3	0.453179673899	0.0828880871531	-0.564054295284	0.546519776367	0.61342354945
3	0.443406376244	0.0828880871531	-0.564054295284	0.546519776367	0.61342354945
1	0.47616330119	0.0722851979673	0.365203827596	0.379373494034	0.847040002885
3	0.402171520658	0.0722851979673	0.365203827596	0.379373494034	0.847040002885
1	0.437146692315	0.302198084377	-0.170575611774	0.903513629953	-0.251482402874
3	0.396841107455	0.302198084377	-0.170575611774	0.903513629953	-0.251482402874
3	0.466911045354	0.302198084377	-0.170575611774	0.903513629953	-0.251482402874
1	0.411300197085	0.243063510018	0.105815003414	-0.703186987691	0.65973583766
4	0.485587747734	0.243063510018	0.105815003414	-0.703186987691	0.65973583766
4	0.419716922249	0.243063510018	0.105815003414	-0.703186987691	0.65973583766
4	0.466751270325	0.243063510018	0.105815003414	-0.703186987691	0.65973583766
1	0.406783781399	0.503985008201	0.361731753124	-0.174340913471	-0.76469241933
1	0.439057463552	0.503985008201	0.361731753124	-0.174340913471	-0.76469241933
3	0.438763540805	0.503985008201	0.361731753124	-0.174340913471	-0.76469241933
3	0.419538152536	0.503985008201	0.361731753124	-0.174340913471	-0.76469241933
1	0.356908544928	0.354334024065	-0.275975336186	-0.805107148638	-0.387411270383
3	0.492840463346	0.354334024065	-0.275975336186	-0.805107148638	-0.387411270383
4	0.469117390241	0.354334024065	-0.275975336186	-0.805107148638	-0.387411270383
1	0.410222506795	0.782918560442	-0.292794288327	0.548759528916	-0.0131533973593
3	0.463940551872	0.782918560442	-0.292794288327	0.548759528916	-0.0131533973593
4	0.431621517306	0.782918560442	-0.292794288327	0.548759528916	-0.0131533973593
2	0.430517955986	0.241470309312	0.204851510345	-0.131072592231	0.939440218426
2	0.415787272894	0.241470309312	0.204851510345	-0.131072592231	0.939440218426
4	0.439645578121	0.241470309312	0.204851510345	-0.131072592231	0.939440218426
4	0.448167170826	0.241470309312	0.204851510345	-0.131072592231	0.939440218426
2	0.46831783851	0.202462939747	0.86652269043	0.398870375402	-0.221471462326
4	0.48907718261	0.202462939747	0.86652269043	0.398870375402	-0.221471462326
4	0.491695489197	0.484501963651	0.420618403555	-0.624773035105	-0.44496815663
4	0.493609660481	0.484501963651	0.420618403555	-0.624773035105	-0.44496815663
1	0.464592330903	0.854062422461	-0.48615816438	0.019934970049	0.183929917949
4	0.365440094146	0.854062422461	-0.48615816438	0.019934970049	0.183929917949
4	0.456891924401	0.854062422461	-0.48615816438	0.019934970049	0.183929917949
4	0.440243130018	0.854062422461	-0.48615816438	0.019934970049	0.183929917949
1	0.492042072837	0.430515197332	-0.891360912154	-0.0897408070691	-0.109904397986
4	0.333197491246	0.430515197332	-0.891360912154	-0.0897408070691	-0.109904397986
4	0.374015265779	0.430515197332	-0.891360912154	-0.0897408070691	-0.109904397986
4	0.494253602674	0.538621473479	0.360376572519	0.586484818996	0.485850997092
4	0.458103213751	0.538621473479	0.360376572519	0.586484818996	0.485850997092
4	0.495352739004	0.538621473479	0.360376572519	0.586484818996	0.485850997092
2	0.47370250564	0.58933521696	0.34271884149	-0.123205638389	0.721143653101
3	0.492220221745	0.58933521696	0.34271884149	-0.123205638389	0.721143653101
4	0.498181136065	0.58933521696	0.34271884149	-0.123205638389	0.721143653101
2	0.430975529999	0.132385822505	0.695850321868	0.450330839373	-0.543570104647
3	0.490984547964	0.132385822505	0.695850321868	0.450330839373	-0.543570104647
3	0.42312814556	0.132385822505	0.695850321868	0.450330839373	-0.543570104647
4	0.458311590417	0.132385822505	0.695850321868	0.450330839373	-0.543570104647
4	0.494486508091	0.132385822505	0.695850321868	0.450330839373	-0.543570104647
1	0.376076869053	0.807589333019	-0.255450147263	-0.531298134992	0.0163396208937
3	0.48720115693	0.807589333019	-0.255450147263	-0.531298134992	0.0163396208937
4	0.462110600023	0.807589333019	-0.255450147263	-0.531298134992	0.0163396208937
2	0.454654697536	0.664483297466	-0.0425692777503	0.14438415652	0.731985668799
4	0.464220136703	0.664483297466	-0.0425692777503	0.14438415652	0.731985668799
